date,ward_name,NDVI,prcp,lst,msdi,GCI,GCI_class
2021-02-01,Wabera,0.0457,13.41,36.74,0.0846,15.46,Very poor
2021-03-01,Wabera,0.058,29.44,34.74,0.0845,20.63,Poor
2021-04-01,Wabera,0.1379,64.37,33.92,0.0633,37.4,Poor
2021-05-01,Wabera,0.1065,31.38,30.73,0.064,32.11,Poor
2021-06-01,Wabera,0.0634,10.91,31.05,0.0841,20.94,Poor
2021-07-01,Wabera,0.043,6.94,29.54,0.0784,21.33,Poor
2021-08-01,Wabera,0.03,11.25,31.16,0.0818,19.08,Very poor
2021-09-01,Wabera,0.03,4.04,32.61,0.0802,17.08,Very poor
2021-10-01,Wabera,0.084,47.79,31.24,0.068,31.95,Poor
2021-11-01,Wabera,0.0715,32.07,34.05,0.0791,23.76,Poor
2021-12-01,Wabera,0.0853,39.34,34.45,0.0818,25.0,Poor
2022-01-01,Wabera,0.03,5.24,34.99,0.0788,15.7,Very poor
2022-02-01,Wabera,0.03,6.24,37.35,0.0784,14.05,Very poor
2022-03-01,Wabera,0.0736,42.15,37.69,0.0863,21.06,Poor
2022-04-01,Wabera,0.1017,42.73,34.68,0.0732,28.45,Poor
2022-05-01,Wabera,0.1223,43.87,34.21,0.0745,30.18,Poor
2022-06-01,Wabera,0.0909,15.99,30.81,0.0626,28.69,Poor
2022-07-01,Wabera,0.0454,6.6,32.39,0.0878,17.08,Very poor
2022-08-01,Wabera,0.0433,16.25,30.73,0.0736,23.03,Poor
2022-09-01,Wabera,0.03,11.11,33.58,0.0915,14.97,Very poor
2022-10-01,Wabera,0.0558,21.15,33.43,0.0817,20.75,Poor
2022-11-01,Wabera,0.2096,88.52,32.91,0.0545,49.2,Moderate
2022-12-01,Wabera,0.095,14.11,34.54,0.0827,21.22,Poor
2023-01-01,Wabera,0.0555,9.22,35.62,0.0873,15.75,Very poor
2023-02-01,Wabera,0.0379,11.3,36.29,0.0752,17.01,Very poor
2023-03-01,Wabera,0.0366,20.82,35.08,0.074,19.74,Very poor
2023-04-01,Wabera,0.2262,122.77,31.52,0.052,57.74,Moderate
2023-05-01,Wabera,0.2661,89.42,31.68,0.064,52.18,Moderate
2023-06-01,Wabera,0.1535,16.22,31.44,0.0624,32.64,Poor
2023-07-01,Wabera,0.0577,13.35,29.2,0.0821,22.87,Poor
2023-08-01,Wabera,0.0608,7.91,29.1,0.0652,26.03,Poor
2023-09-01,Wabera,0.0847,36.97,30.94,0.0697,30.06,Poor
2023-10-01,Wabera,0.2636,180.04,29.98,0.0556,65.35,Good
2023-11-01,Wabera,0.3599,212.14,31.54,0.0364,75.1,Good
2023-12-01,Wabera,0.3948,161.19,30.76,0.0408,77.18,Good
2024-01-01,Wabera,0.1906,16.16,35.0,0.063,32.26,Poor
2024-02-01,Wabera,0.0806,14.83,35.19,0.0784,20.77,Poor
2024-03-01,Wabera,0.1421,51.49,32.62,0.0641,36.41,Poor
2024-04-01,Wabera,0.1083,24.37,33.12,0.0743,26.86,Poor
2024-05-01,Wabera,0.1233,59.13,30.83,0.0768,34.97,Poor
2024-06-01,Wabera,0.0869,20.36,31.29,0.0725,26.55,Poor
2024-07-01,Wabera,0.0867,27.14,29.42,0.0728,29.1,Poor
2024-08-01,Wabera,0.0762,28.38,31.87,0.0767,25.74,Poor
2024-09-01,Wabera,0.0504,17.07,31.53,0.0804,21.5,Poor
2024-10-01,Wabera,0.1163,55.06,32.35,0.0762,32.74,Poor
2024-11-01,Wabera,0.1807,75.53,30.98,0.0655,44.13,Moderate
2024-12-01,Wabera,0.2174,73.92,31.82,0.0546,48.16,Moderate
2025-01-01,Wabera,0.1008,11.98,33.94,0.0738,23.73,Poor
2025-02-01,Wabera,0.0579,14.98,35.1,0.0734,20.38,Poor
2025-03-01,Wabera,0.1722,77.69,33.89,0.0679,41.04,Moderate
2025-04-01,Wabera,0.2053,87.37,33.31,0.0661,45.81,Moderate
2025-05-01,Wabera,0.1506,25.07,32.6,0.0673,31.9,Poor
2025-06-01,Wabera,0.1084,26.77,30.14,0.0646,31.81,Poor
2025-07-01,Wabera,0.0789,19.62,30.61,0.0813,24.46,Poor
2025-08-01,Wabera,0.0585,21.04,30.94,0.0768,23.99,Poor
2025-09-01,Wabera,0.0621,26.18,33.36,0.0751,23.55,Poor
2025-10-01,Wabera,0.0836,40.59,33.85,0.065,29.32,Poor
2025-11-01,Wabera,0.1463,67.09,31.83,0.0592,41.03,Moderate
2025-12-01,Wabera,0.2489,99.41,32.7,0.0466,55.69,Moderate
2026-01-01,Wabera,0.1455,17.03,34.41,0.0642,29.44,Poor
2026-02-01,Wabera,0.085,15.81,36.88,0.0656,22.72,Poor
2026-03-01,Wabera,0.1314,59.06,33.82,0.0679,35.13,Poor
2026-04-01,Wabera,0.1774,88.86,30.49,0.0619,47.3,Moderate
2026-05-01,Wabera,0.1529,56.0,29.31,0.0755,38.04,Poor
2026-06-01,Wabera,0.1358,31.13,30.05,0.084,30.21,Poor
2026-07-01,Wabera,0.0919,26.92,29.4,0.0725,29.51,Poor
2026-08-01,Wabera,0.0754,15.7,31.46,0.0801,23.15,Poor
2019-01-01,Butiye,0.0458,9.15,32.4,0.0745,20.48,Poor
2019-02-01,Butiye,0.0497,11.81,32.67,0.0841,18.86,Very poor
2019-03-01,Butiye,0.1346,48.73,31.51,0.0587,37.51,Poor
2019-04-01,Butiye,0.2894,93.41,30.12,0.0603,56.56,Moderate
2019-05-01,Butiye,0.2732,56.7,28.86,0.0466,53.36,Moderate
2019-06-01,Butiye,0.1673,19.55,27.54,0.0699,35.64,Poor
2019-07-01,Butiye,0.1445,27.17,26.94,0.0604,37.89,Poor
2019-08-01,Butiye,0.1065,10.46,28.39,0.0766,27.69,Poor
2019-09-01,Butiye,0.1095,17.47,30.23,0.0885,24.94,Poor
2019-10-01,Butiye,0.1718,52.14,30.76,0.0636,40.19,Moderate
2019-11-01,Butiye,0.2625,73.22,28.6,0.0547,53.77,Moderate
2019-12-01,Butiye,0.2992,76.26,30.37,0.0483,56.84,Moderate
2020-01-01,Butiye,0.1558,8.58,30.79,0.0722,29.87,Poor
2020-02-01,Butiye,0.1224,14.19,32.05,0.0724,27.44,Poor
2020-03-01,Butiye,0.1667,47.89,32.47,0.0701,36.31,Poor
2020-04-01,Butiye,0.238,71.54,29.13,0.0592,50.35,Moderate
2020-05-01,Butiye,0.3054,79.92,28.81,0.0455,59.76,Moderate
2020-06-01,Butiye,0.1955,24.03,26.88,0.0669,39.54,Poor
2020-07-01,Butiye,0.159,21.94,27.67,0.0693,35.48,Poor
2020-08-01,Butiye,0.1007,11.6,26.82,0.074,29.31,Poor
2020-09-01,Butiye,0.087,11.3,29.92,0.0817,24.1,Poor
2020-10-01,Butiye,0.0956,22.39,33.38,0.0737,25.56,Poor
2020-11-01,Butiye,0.1075,24.39,31.58,0.0806,26.64,Poor
2020-12-01,Butiye,0.1385,33.11,32.37,0.0808,29.58,Poor
2021-01-01,Butiye,0.0847,10.27,34.06,0.0715,22.72,Poor
2021-02-01,Butiye,0.091,10.71,32.86,0.0739,23.66,Poor
2021-03-01,Butiye,0.0823,12.78,30.86,0.0835,22.86,Poor
2021-04-01,Butiye,0.1799,53.36,30.46,0.0638,41.16,Moderate
2021-05-01,Butiye,0.1607,29.95,30.28,0.0697,34.76,Poor
2021-06-01,Butiye,0.09,5.73,29.48,0.0727,25.73,Poor
2021-07-01,Butiye,0.0779,7.75,30.64,0.0859,21.37,Poor
2021-08-01,Butiye,0.0604,3.67,29.4,0.0679,24.46,Poor
2021-09-01,Butiye,0.0457,8.93,29.11,0.078,22.29,Poor
2021-10-01,Butiye,0.092,27.16,31.33,0.0806,26.22,Poor
2021-11-01,Butiye,0.1291,42.89,29.37,0.0732,34.65,Poor
2021-12-01,Butiye,0.1246,22.67,32.77,0.0745,27.94,Poor
2022-01-01,Butiye,0.0779,2.75,36.23,0.0891,15.36,Very poor
2022-02-01,Butiye,0.054,0.06,34.17,0.0863,15.49,Very poor
2022-03-01,Butiye,0.1064,38.64,31.11,0.0782,29.85,Poor
2022-04-01,Butiye,0.1462,36.52,30.16,0.0562,37.92,Poor
2022-05-01,Butiye,0.1219,18.63,30.39,0.0617,31.83,Poor
2022-06-01,Butiye,0.0808,9.4,29.13,0.0813,24.07,Poor
2022-07-01,Butiye,0.0515,7.13,27.55,0.0723,24.91,Poor
2022-08-01,Butiye,0.0592,2.98,28.83,0.0809,21.81,Poor
2022-09-01,Butiye,0.0489,4.99,30.74,0.0781,20.52,Poor
2022-10-01,Butiye,0.076,24.89,30.95,0.0772,25.79,Poor
2022-11-01,Butiye,0.1382,31.66,28.92,0.0668,35.19,Poor
2022-12-01,Butiye,0.1251,24.12,33.58,0.0775,26.9,Poor
2023-01-01,Butiye,0.0775,6.66,31.77,0.0799,21.59,Poor
2023-02-01,Butiye,0.0517,5.12,34.44,0.0844,16.39,Very poor
2023-03-01,Butiye,0.1078,31.72,29.73,0.0761,30.36,Poor
2023-04-01,Butiye,0.2331,93.19,28.78,0.0522,55.45,Moderate
2023-05-01,Butiye,0.2814,74.82,27.91,0.0546,55.93,Moderate
2023-06-01,Butiye,0.2053,25.33,25.39,0.0661,41.81,Moderate
2023-07-01,Butiye,0.1095,20.77,27.5,0.0743,30.83,Poor
2023-08-01,Butiye,0.1028,17.24,26.85,0.0662,32.1,Poor
2023-09-01,Butiye,0.0947,22.49,30.47,0.0702,28.62,Poor
2023-10-01,Butiye,0.2414,90.37,28.92,0.0678,51.98,Moderate
2023-11-01,Butiye,0.3406,194.82,28.37,0.0425,74.92,Good
2023-12-01,Butiye,0.4321,168.08,29.88,0.0398,80.71,Very good
2024-01-01,Butiye,0.2445,14.74,31.92,0.0602,38.88,Poor
2024-02-01,Butiye,0.1657,23.94,30.98,0.0646,34.68,Poor
2024-03-01,Butiye,0.2583,80.85,31.58,0.0592,51.36,Moderate
2024-04-01,Butiye,0.3564,110.63,27.92,0.038,70.83,Good
2024-05-01,Butiye,0.2755,50.88,26.77,0.0551,52.32,Moderate
2024-06-01,Butiye,0.2086,27.52,26.53,0.0622,42.37,Moderate
2024-07-01,Butiye,0.1062,9.35,26.35,0.0837,27.53,Poor
2024-08-01,Butiye,0.0943,10.26,29.5,0.0723,26.86,Poor
2024-09-01,Butiye,0.0954,19.3,28.9,0.0866,25.75,Poor
2024-10-01,Butiye,0.1534,45.49,30.07,0.0695,37.04,Poor
2024-11-01,Butiye,0.2637,78.6,29.84,0.0636,51.79,Moderate
2024-12-01,Butiye,0.1989,47.54,31.2,0.0621,41.3,Moderate
2025-01-01,Butiye,0.1288,15.11,32.12,0.0728,27.88,Poor
2025-02-01,Butiye,0.0893,8.43,29.97,0.0764,24.94,Poor
2025-03-01,Butiye,0.1665,58.79,31.43,0.0658,39.9,Poor
2025-04-01,Butiye,0.2668,83.2,30.83,0.0568,53.49,Moderate
2025-05-01,Butiye,0.355,102.04,28.58,0.0437,67.5,Good
2025-06-01,Butiye,0.2066,13.59,27.28,0.0713,37.28,Poor
2025-07-01,Butiye,0.1487,17.93,25.54,0.0661,36.49,Poor
2025-08-01,Butiye,0.1186,17.66,26.17,0.0724,32.44,Poor
2025-09-01,Butiye,0.1108,22.06,29.84,0.077,28.67,Poor
2025-10-01,Butiye,0.137,36.22,30.41,0.0698,34.01,Poor
2025-11-01,Butiye,0.2883,96.9,26.85,0.0515,61.62,Good
2025-12-01,Butiye,0.3311,78.43,29.78,0.0464,60.34,Good
2026-01-01,Butiye,0.19,20.13,35.02,0.0618,33.12,Poor
2026-02-01,Butiye,0.1285,11.59,30.36,0.0626,30.95,Poor
2026-03-01,Butiye,0.1866,59.71,31.86,0.0615,42.09,Moderate
2026-04-01,Butiye,0.2349,59.37,28.2,0.0591,48.87,Moderate
2026-05-01,Butiye,0.2525,70.17,27.15,0.0573,53.15,Moderate
2026-06-01,Butiye,0.1838,24.22,27.81,0.0653,38.37,Poor
2026-07-01,Butiye,0.1195,16.2,28.33,0.0706,30.93,Poor
2026-08-01,Butiye,0.119,20.68,28.64,0.0707,31.38,Poor
2019-01-01,Dukana,0.1588,11.66,33.01,0.0682,29.71,Poor
2019-02-01,Dukana,0.2406,13.16,33.31,0.0564,38.06,Poor
2019-03-01,Dukana,0.4891,105.05,31.72,0.0218,79.76,Good
2019-04-01,Dukana,0.58,136.14,29.27,0.0242,87.13,Very good
2019-05-01,Dukana,0.5512,67.17,28.3,0.0164,78.13,Good
2019-06-01,Dukana,0.4533,22.88,28.62,0.0454,60.78,Good
2019-07-01,Dukana,0.3864,23.34,28.35,0.0277,60.31,Good
2019-08-01,Dukana,0.3486,18.01,27.37,0.0541,51.71,Moderate
2019-09-01,Dukana,0.3438,20.45,28.26,0.0373,54.81,Moderate
2019-10-01,Dukana,0.4805,85.29,29.77,0.0255,76.59,Good
2019-11-01,Dukana,0.4489,54.19,28.48,0.0355,68.0,Good
2019-12-01,Dukana,0.5648,93.57,31.23,0.0227,78.8,Good
2020-01-01,Dukana,0.4043,9.31,30.13,0.0324,56.77,Moderate
2020-02-01,Dukana,0.3668,16.98,31.85,0.0453,51.17,Moderate
2020-03-01,Dukana,0.4374,68.41,31.68,0.0294,68.36,Good
2020-04-01,Dukana,0.5047,73.9,29.91,0.0247,76.13,Good
2020-05-01,Dukana,0.5229,82.84,28.6,0.0349,76.4,Good
2020-06-01,Dukana,0.4531,23.24,27.7,0.0339,64.11,Good
2020-07-01,Dukana,0.3476,6.81,26.89,0.0469,51.75,Moderate
2020-08-01,Dukana,0.3703,25.8,27.4,0.0463,56.24,Moderate
2020-09-01,Dukana,0.3355,22.8,30.02,0.063,47.49,Moderate
2020-10-01,Dukana,0.373,36.34,32.86,0.045,54.09,Moderate
2020-11-01,Dukana,0.4005,44.7,29.13,0.0544,58.32,Moderate
2020-12-01,Dukana,0.3698,25.07,31.74,0.0447,52.97,Moderate
2021-01-01,Dukana,0.3582,12.6,32.73,0.0375,50.88,Moderate
2021-02-01,Dukana,0.3147,10.87,34.25,0.0499,43.58,Moderate
2021-03-01,Dukana,0.3587,34.9,34.54,0.0577,48.69,Moderate
2021-04-01,Dukana,0.3413,21.18,31.53,0.0511,49.07,Moderate
2021-05-01,Dukana,0.2957,5.71,31.34,0.0563,42.29,Moderate
2021-06-01,Dukana,0.2827,3.24,29.85,0.0473,44.16,Moderate
2021-07-01,Dukana,0.2935,8.26,29.5,0.0516,45.09,Moderate
2021-08-01,Dukana,0.2914,7.38,30.83,0.0542,43.14,Moderate
2021-09-01,Dukana,0.2908,12.23,30.64,0.0436,46.42,Moderate
2021-10-01,Dukana,0.3063,13.07,31.04,0.0544,44.91,Moderate
2021-11-01,Dukana,0.4109,53.54,30.81,0.0381,62.8,Good
2021-12-01,Dukana,0.4214,45.53,31.98,0.0229,64.64,Good
2022-01-01,Dukana,0.3488,7.26,34.38,0.0371,48.09,Moderate
2022-02-01,Dukana,0.293,3.0,34.15,0.0565,39.35,Poor
2022-03-01,Dukana,0.3243,18.71,33.15,0.0452,47.47,Moderate
2022-04-01,Dukana,0.4052,50.48,30.31,0.0433,61.12,Good
2022-05-01,Dukana,0.3858,44.57,28.32,0.0519,58.46,Moderate
2022-06-01,Dukana,0.3595,10.18,31.02,0.044,50.5,Moderate
2022-07-01,Dukana,0.3017,5.06,31.06,0.0592,42.18,Moderate
2022-08-01,Dukana,0.2853,0.0,29.42,0.0558,42.24,Moderate
2022-09-01,Dukana,0.2995,11.7,28.45,0.0494,47.4,Moderate
2022-10-01,Dukana,0.3185,18.01,31.23,0.0527,46.83,Moderate
2022-11-01,Dukana,0.3977,52.52,30.9,0.0384,61.57,Good
2022-12-01,Dukana,0.3922,38.11,32.45,0.0426,56.61,Moderate
2023-01-01,Dukana,0.3277,7.73,32.03,0.0397,48.01,Moderate
2023-02-01,Dukana,0.2855,9.49,34.93,0.0527,40.15,Moderate
2023-03-01,Dukana,0.3246,23.66,34.34,0.0433,47.79,Moderate
2023-04-01,Dukana,0.3823,55.34,30.78,0.0448,59.63,Moderate
2023-05-01,Dukana,0.5097,76.57,28.08,0.0291,77.05,Good
2023-06-01,Dukana,0.4037,31.13,27.35,0.0242,64.42,Good
2023-07-01,Dukana,0.3805,21.69,28.32,0.0392,57.11,Moderate
2023-08-01,Dukana,0.3379,7.29,27.85,0.0478,50.19,Moderate
2023-09-01,Dukana,0.3089,7.58,30.34,0.0406,47.81,Moderate
2023-10-01,Dukana,0.4779,95.87,29.24,0.0321,77.12,Good
2023-11-01,Dukana,0.58,124.35,25.99,0.0241,87.8,Very good
2023-12-01,Dukana,0.58,148.09,28.33,0.0215,90.46,Very good
2024-01-01,Dukana,0.4683,16.7,32.42,0.0413,58.66,Moderate
2024-02-01,Dukana,0.3624,9.95,33.41,0.0385,49.96,Moderate
2024-03-01,Dukana,0.5051,92.98,31.28,0.0187,79.53,Good
2024-04-01,Dukana,0.5637,91.18,28.7,0.0196,81.09,Very good
2024-05-01,Dukana,0.5365,67.35,28.33,0.0245,76.33,Good
2024-06-01,Dukana,0.4146,24.48,27.73,0.0366,61.0,Good
2024-07-01,Dukana,0.3569,18.94,27.29,0.0452,54.49,Moderate
2024-08-01,Dukana,0.3248,7.62,28.2,0.049,48.78,Moderate
2024-09-01,Dukana,0.333,17.5,32.48,0.0523,46.83,Moderate
2024-10-01,Dukana,0.4284,59.34,30.41,0.0308,66.93,Good
2024-11-01,Dukana,0.4704,68.92,28.31,0.026,74.2,Good
2024-12-01,Dukana,0.4699,49.83,30.73,0.0393,66.11,Good
2025-01-01,Dukana,0.3904,20.03,31.85,0.0423,54.01,Moderate
2025-02-01,Dukana,0.3535,15.69,33.74,0.0422,49.21,Moderate
2025-03-01,Dukana,0.4143,47.55,30.48,0.0464,60.46,Good
2025-04-01,Dukana,0.5643,117.39,27.93,0.0398,81.59,Very good
2025-05-01,Dukana,0.58,104.31,27.2,0.0302,82.14,Very good
2025-06-01,Dukana,0.471,19.19,27.76,0.0256,66.5,Good
2025-07-01,Dukana,0.3742,20.88,27.07,0.0403,57.28,Moderate
2025-08-01,Dukana,0.3679,22.69,27.7,0.0457,55.44,Moderate
2025-09-01,Dukana,0.3614,28.44,31.17,0.0516,51.87,Moderate
2025-10-01,Dukana,0.4815,86.55,30.15,0.0461,71.98,Good
2025-11-01,Dukana,0.4862,61.56,28.4,0.0315,72.79,Good
2025-12-01,Dukana,0.5463,82.86,29.52,0.0361,75.4,Good
2026-01-01,Dukana,0.4424,25.68,32.48,0.0408,58.43,Moderate
2026-02-01,Dukana,0.3899,18.47,31.33,0.0298,56.9,Moderate
2026-03-01,Dukana,0.432,60.88,28.68,0.0416,66.41,Good
2026-04-01,Dukana,0.5358,81.16,27.67,0.0226,79.59,Good
2026-05-01,Dukana,0.5364,82.88,28.25,0.0292,77.94,Good
2026-06-01,Dukana,0.4593,32.78,29.27,0.0318,65.36,Good
2026-07-01,Dukana,0.3891,16.89,26.52,0.0414,57.86,Moderate
2026-08-01,Dukana,0.3341,20.59,27.5,0.054,51.05,Moderate
2019-01-01,Golbo,0.03,17.01,33.03,0.0857,17.68,Very poor
2019-02-01,Golbo,0.0372,13.0,32.77,0.077,19.67,Very poor
2019-03-01,Golbo,0.1348,55.0,31.66,0.0777,34.23,Poor
2019-04-01,Golbo,0.2687,104.41,28.34,0.0644,57.45,Moderate
2019-05-01,Golbo,0.2034,46.86,28.03,0.0672,42.91,Moderate
2019-06-01,Golbo,0.0781,12.69,26.05,0.0784,27.56,Poor
2019-07-01,Golbo,0.0955,18.89,28.23,0.0758,28.63,Poor
2019-08-01,Golbo,0.0892,22.56,28.32,0.0733,29.28,Poor
2019-09-01,Golbo,0.0605,20.15,30.05,0.0817,23.63,Poor
2019-10-01,Golbo,0.1655,57.78,30.83,0.0688,39.48,Poor
2019-11-01,Golbo,0.1898,67.35,28.44,0.0666,45.18,Moderate
2019-12-01,Golbo,0.261,80.02,28.93,0.0636,52.55,Moderate
2020-01-01,Golbo,0.165,32.25,31.67,0.0672,34.88,Poor
2020-02-01,Golbo,0.1093,20.25,32.71,0.0803,25.23,Poor
2020-03-01,Golbo,0.1442,49.2,29.66,0.0652,38.3,Poor
2020-04-01,Golbo,0.2394,88.13,30.68,0.0521,53.54,Moderate
2020-05-01,Golbo,0.1572,28.76,29.63,0.0643,36.03,Poor
2020-06-01,Golbo,0.107,23.58,27.73,0.0735,31.12,Poor
2020-07-01,Golbo,0.0641,12.61,27.07,0.0778,25.87,Poor
2020-08-01,Golbo,0.0786,29.98,28.72,0.0733,29.46,Poor
2020-09-01,Golbo,0.0737,18.03,28.58,0.0727,27.37,Poor
2020-10-01,Golbo,0.0741,21.93,32.35,0.0863,22.01,Poor
2020-11-01,Golbo,0.0893,29.52,28.47,0.0854,27.65,Poor
2020-12-01,Golbo,0.0823,23.75,33.35,0.0747,24.65,Poor
2021-01-01,Golbo,0.03,2.0,33.52,0.0892,14.01,Very poor
2021-02-01,Golbo,0.03,6.23,35.74,0.0939,11.91,Very poor
2021-03-01,Golbo,0.0684,30.41,33.06,0.0669,26.76,Poor
2021-04-01,Golbo,0.0839,33.61,30.49,0.0741,28.82,Poor
2021-05-01,Golbo,0.0837,19.43,31.18,0.0716,26.47,Poor
2021-06-01,Golbo,0.043,8.72,30.82,0.0724,21.94,Poor
2021-07-01,Golbo,0.0475,9.67,30.17,0.0753,22.28,Poor
2021-08-01,Golbo,0.0305,6.5,29.03,0.0779,20.91,Poor
2021-09-01,Golbo,0.03,7.93,31.36,0.0761,19.63,Very poor
2021-10-01,Golbo,0.0342,23.12,31.98,0.0786,21.41,Poor
2021-11-01,Golbo,0.0781,30.43,31.49,0.0709,27.82,Poor
2021-12-01,Golbo,0.0853,28.76,32.75,0.0783,25.39,Poor
2022-01-01,Golbo,0.0357,3.53,30.98,0.0882,16.92,Very poor
2022-02-01,Golbo,0.03,8.95,33.18,0.0746,18.7,Very poor
2022-03-01,Golbo,0.0431,20.53,34.14,0.0722,21.31,Poor
2022-04-01,Golbo,0.0688,17.18,31.24,0.077,23.8,Poor
2022-05-01,Golbo,0.0919,38.42,29.25,0.0695,32.22,Poor
2022-06-01,Golbo,0.0326,4.14,32.28,0.0889,15.62,Very poor
2022-07-01,Golbo,0.03,3.04,31.78,0.0892,15.59,Very poor
2022-08-01,Golbo,0.03,5.36,27.61,0.0765,22.14,Poor
2022-09-01,Golbo,0.03,1.26,30.99,0.0767,18.7,Very poor
2022-10-01,Golbo,0.0622,32.76,30.11,0.0663,29.21,Poor
2022-11-01,Golbo,0.123,37.43,29.38,0.0772,32.4,Poor
2022-12-01,Golbo,0.0792,17.33,30.93,0.0736,25.55,Poor
2023-01-01,Golbo,0.03,1.63,33.52,0.0891,13.97,Very poor
2023-02-01,Golbo,0.03,10.16,34.38,0.0945,13.51,Very poor
2023-03-01,Golbo,0.0675,26.63,34.86,0.0889,19.74,Very poor
2023-04-01,Golbo,0.2636,112.25,28.71,0.055,60.2,Good
2023-05-01,Golbo,0.2501,68.05,27.95,0.0551,52.47,Moderate
2023-06-01,Golbo,0.1461,25.16,28.42,0.0612,36.32,Poor
2023-07-01,Golbo,0.0738,9.05,25.31,0.075,27.98,Poor
2023-08-01,Golbo,0.0708,14.24,29.45,0.0732,25.73,Poor
2023-09-01,Golbo,0.0481,11.92,27.86,0.0728,25.1,Poor
2023-10-01,Golbo,0.2516,107.27,29.93,0.0459,59.58,Moderate
2023-11-01,Golbo,0.3491,197.01,27.35,0.0424,76.35,Good
2023-12-01,Golbo,0.3892,140.12,31.6,0.0461,73.3,Good
2024-01-01,Golbo,0.1935,8.86,30.93,0.0653,33.99,Poor
2024-02-01,Golbo,0.1019,8.95,34.18,0.069,24.18,Poor
2024-03-01,Golbo,0.1777,61.39,29.68,0.0698,41.64,Moderate
2024-04-01,Golbo,0.3363,127.94,28.84,0.0414,70.8,Good
2024-05-01,Golbo,0.2473,47.47,27.57,0.0452,51.34,Moderate
2024-06-01,Golbo,0.1151,17.02,28.08,0.0758,29.82,Poor
2024-07-01,Golbo,0.1142,23.38,27.28,0.0619,34.54,Poor
2024-08-01,Golbo,0.0623,7.18,27.05,0.0823,23.85,Poor
2024-09-01,Golbo,0.0759,19.72,28.64,0.0751,27.23,Poor
2024-10-01,Golbo,0.0796,43.82,30.92,0.0803,28.51,Poor
2024-11-01,Golbo,0.2422,91.56,30.84,0.0643,51.48,Moderate
2024-12-01,Golbo,0.2357,71.11,30.87,0.0573,49.15,Moderate
2025-01-01,Golbo,0.1153,7.19,32.7,0.0734,25.02,Poor
2025-02-01,Golbo,0.0554,11.58,31.48,0.0866,19.59,Very poor
2025-03-01,Golbo,0.146,56.19,30.47,0.0759,36.57,Poor
2025-04-01,Golbo,0.117,26.94,31.15,0.072,29.98,Poor
2025-05-01,Golbo,0.2139,80.32,29.57,0.0656,48.36,Moderate
2025-06-01,Golbo,0.1111,20.81,26.27,0.0763,31.5,Poor
2025-07-01,Golbo,0.057,14.73,29.08,0.0801,23.59,Poor
2025-08-01,Golbo,0.0575,12.37,28.65,0.0802,23.57,Poor
2025-09-01,Golbo,0.0861,33.33,28.92,0.0707,30.95,Poor
2025-10-01,Golbo,0.13,49.6,29.61,0.0681,36.78,Poor
2025-11-01,Golbo,0.2236,84.0,30.13,0.057,51.1,Moderate
2025-12-01,Golbo,0.2836,83.51,29.97,0.0591,54.87,Moderate
2026-01-01,Golbo,0.1423,13.78,33.47,0.0699,28.17,Poor
2026-02-01,Golbo,0.0933,20.24,31.48,0.0836,24.36,Poor
2026-03-01,Golbo,0.1699,54.52,31.28,0.0723,38.11,Poor
2026-04-01,Golbo,0.1425,38.04,31.44,0.0739,32.97,Poor
2026-05-01,Golbo,0.1661,52.96,28.54,0.0651,41.37,Moderate
2026-06-01,Golbo,0.1327,27.39,27.74,0.0749,33.24,Poor
2026-07-01,Golbo,0.0766,15.85,27.95,0.0724,27.77,Poor
2026-08-01,Golbo,0.0336,8.26,27.37,0.0803,22.21,Poor
2019-01-01,Heillu/Manyatta,0.03,12.73,34.26,0.0783,17.63,Very poor
2019-02-01,Heillu/Manyatta,0.03,21.03,29.63,0.0818,21.94,Poor
2019-03-01,Heillu/Manyatta,0.03,35.15,32.55,0.0706,24.46,Poor
2019-04-01,Heillu/Manyatta,0.0833,90.03,30.72,0.0719,38.51,Poor
2019-05-01,Heillu/Manyatta,0.0937,71.38,29.16,0.0822,35.08,Poor
2019-06-01,Heillu/Manyatta,0.03,22.02,28.76,0.0914,20.67,Poor
2019-07-01,Heillu/Manyatta,0.03,10.56,27.65,0.0704,24.33,Poor
2019-08-01,Heillu/Manyatta,0.03,4.14,29.83,0.0847,18.33,Very poor
2019-09-01,Heillu/Manyatta,0.03,20.22,28.01,0.0883,21.67,Poor
2019-10-01,Heillu/Manyatta,0.03,45.51,31.42,0.0871,23.42,Poor
2019-11-01,Heillu/Manyatta,0.0661,85.69,29.18,0.0807,35.85,Poor
2019-12-01,Heillu/Manyatta,0.0736,67.98,31.01,0.0662,35.18,Poor
2020-01-01,Heillu/Manyatta,0.03,17.89,31.7,0.0756,21.14,Poor
2020-02-01,Heillu/Manyatta,0.03,15.53,33.12,0.0783,19.02,Very poor
2020-03-01,Heillu/Manyatta,0.03,62.78,31.09,0.0883,26.3,Poor
2020-04-01,Heillu/Manyatta,0.1411,101.3,28.52,0.0755,45.38,Moderate
2020-05-01,Heillu/Manyatta,0.1057,59.75,27.8,0.0683,38.16,Poor
2020-06-01,Heillu/Manyatta,0.03,27.95,26.77,0.0782,26.19,Poor
2020-07-01,Heillu/Manyatta,0.03,16.15,28.0,0.082,22.39,Poor
2020-08-01,Heillu/Manyatta,0.03,3.96,28.16,0.088,18.9,Very poor
2020-09-01,Heillu/Manyatta,0.03,16.24,30.64,0.0803,20.67,Poor
